<http://www.example.org/event/payment/payment_id=/1>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/2>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/3>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/6>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/7>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/9>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/11>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/12>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/13>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/14>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/16>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/18>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/24>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/26>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/29>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/30>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/32>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/33>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/34>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/35>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/36>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/38>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/41>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/43>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/48>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/49>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/50>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/51>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/52>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/54>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/55>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/56>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/60>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/61>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/62>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/63>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/65>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/66>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/67>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/68>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/72>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/74>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/75>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/77>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/81>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/85>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/86>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/87>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/91>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/92>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/94>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/95>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/96>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/98>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/100>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/103>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/104>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/106>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/108>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/109>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/110>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/111>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/118>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/122>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/123>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/128>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/129>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/130>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/131>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/133>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/135>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/137>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/138>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/139>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/142>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/147>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/149>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/151>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/152>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/155>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/157>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/161>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/162>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/163>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/164>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/165>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/166>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/167>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/170>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/171>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/172>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/177>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/178>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/180>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/181>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/182>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/183>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/187>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/188>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/189>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/190>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/191>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/196>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/197>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/201>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/202>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/204>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/205>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/206>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/209>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/211>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/212>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/215>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/216>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/218>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/219>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/220>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/224>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/226>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/227>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/228>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/229>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/230>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/236>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/238>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/239>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/241>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/243>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/244>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/245>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/246>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/248>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/249>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/250>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/253>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/255>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/256>, "literal"^^xsd:string, 
<http://www.example.org/event/payment/payment_id=/258>, "literal"^^xsd:string, 
